[2025-10-05T15:26:04] [INFO] Game Logger initialized - Log file: logs/game_log_2025-10-05T15-26-04.log
[2025-10-05T15:26:04] [INFO] Log level updated to: 3
[2025-10-05T15:26:04] [INFO] SplashScreen: ===== SPLASH SCREEN STARTING =====
[2025-10-05T15:26:04] [INFO] SplashScreen: Animations setup complete
[2025-10-05T15:26:04] [INFO] SplashScreen: Starting splash sequence
[2025-10-05T15:26:08] [INFO] SplashScreen: Splash sequence completed
[2025-10-05T15:26:09] [INFO] SplashScreen: Fade out completed, transitioning to main menu
[2025-10-05T15:26:09] [INFO] SplashScreen: Transitioning to main menu: res://Scenes/MainMenu/MainMenu.tscn
[2025-10-05T15:26:09] [INFO] SplashScreen: Successfully transitioned to main menu
[2025-10-05T15:26:09] [INFO] 🚀 MainMenuController _ready() called
[2025-10-05T15:26:09] [INFO] ℹ️ Exit Game button signal already connected
[2025-10-05T15:26:09] [INFO] ✅ MainMenuController initialization completed
[2025-10-05T15:26:10] [DEBUG] [InputDebug] _input: mouse btn=1, pressed=true, is_in_game_scene=false, transitioning=false
[2025-10-05T15:28:58] [DEBUG] [InputDebug] _input: mouse btn=1, pressed=false, is_in_game_scene=false, transitioning=false
[2025-10-05T15:28:58] [INFO] 🚀 MainMenuController _ready() called
[2025-10-05T15:28:58] [INFO] ℹ️ Exit Game button signal already connected
[2025-10-05T15:28:58] [INFO] ✅ MainMenuController initialization completed
[2025-10-05T15:29:02] [DEBUG] [InputDebug] _input: mouse btn=1, pressed=true, is_in_game_scene=false, transitioning=false
[2025-10-05T15:29:02] [DEBUG] [InputDebug] _input: mouse btn=1, pressed=false, is_in_game_scene=false, transitioning=false
[2025-10-05T15:29:02] [INFO] 🔘 Exit Game button pressed - showing unified confirmation dialog
[2025-10-05T15:29:02] [INFO] 🔧 UnifiedExitDialog initialized
[2025-10-05T15:29:02] [INFO] 🔧 Exit dialog configured for context: 2
[2025-10-05T15:29:02] [INFO]    Source: Main Menu
[2025-10-05T15:29:02] [INFO]    Target: 
[2025-10-05T15:29:02] [INFO] 🖱️ Mouse mode set to VISIBLE for dialog interaction (was: 0)
[2025-10-05T15:29:02] [INFO] ✅ Exit dialog shown for context: 2
[2025-10-05T15:29:03] [INFO] ✅ User chose YES - executing exit action
[2025-10-05T15:29:03] [INFO] 🚪 Quitting game...
[2025-10-05T15:29:03] [INFO] Game Logger shutting down
